timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-15T18:05:45,codecarbon,c7fadb41-cdc7-4dfb-b73b-7e9b27e11e88,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,95.9339892999999,0.00017712710680088594,1.8463435961886569e-06,10.258876563656,0.0,10.0,0.00027868173638900004,0.0,0.0002569017722222213,0.0005355835086112215,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.14.6,3.3.1,4,Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz,0,,9.1922,45.4722,7.883209228515625,machine,0.0,0,66.05274725274725,5.2069748260162685,N,1.0,0.0
