timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-15T18:08:32,codecarbon,93eb332b-1d7f-474a-bf6b-aaaaa830e159,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,60.87089050000009,0.00010997570947187455,1.8067044619936092e-06,9.421888317710383,0.0,10.0,0.00017224117583300002,0.0,0.00016029503166666614,0.000332536207499666,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.14.6,3.3.1,4,Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz,0,,9.1922,45.4722,7.883209228515625,machine,13.335087719298246,0,63.73508771929825,5.0241246139794065,N,1.0,0.0
