timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-15T22:24:33,codecarbon,c0a48dff-1224-419c-a0c0-23ce5c627a71,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,74.6082009999991,0.0006435055450428682,8.62513150589003e-06,38.257488578629584,24.490453024823896,10.0,0.001132881816389,0.0006065432630120021,0.00020635817111112073,0.0019457832505121227,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.14.2,3.3.0,8,Intel(R) Core(TM) i7-9700K CPU @ 3.60GHz,1,1 x NVIDIA GeForce RTX 5060,9.1922,45.4722,15.938758850097656,machine,0.9095890410958904,2.3424657534246576,76.50136986301371,12.1929396015324,N,1.0,0.0
